,rest,food_type,name,desc,price,img
74,PakDad Nizami ,LAHMACUN & PİDE,Sucuklu Pendirli Pide,,"7,90₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5af068ac-651c-11ea-83ff-0a58647d1c12_006.SUCUQLU_PENDI_RLE_PI_DE-7.90AZN.jpeg
75,PakDad Nizami ,DÜRÜMLƏR,Lülə Kabab Lavaşda,,"4,50₼",
76,PakDad Nizami ,SENDVİÇLƏR VƏ BURGERLƏR,Beef Burger,,"6,90₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5a9adcc4-6527-11ea-a73d-0a58647d3e09_06.beef_burger.jpeg
77,PakDad Nizami ,PİZZA,Sucuklu Pizza,,"9,60₼",https://wolt-menu-images-cdn.wolt.com/menu-images/717b8552-6526-11ea-9b29-0a58647d1c12_006.SUCUQLU_PI_ZZA-8.90AZN.jpeg
78,PakDad Nizami ,ƏSAS YEMƏKLƏR,Toyuq Filesi Qaymaq Sousunda,,"8,90₼",https://wolt-menu-images-cdn.wolt.com/menu-images/b07c944e-6521-11ea-b1bf-0a58647d3e09_009.TOYUQ_FI_LESI__QAYMAQ_SOUSUNDA-8.90AZN.jpeg
79,PakDad Nizami ,KƏBABLAR,İskəndər Kabab,,"10,90₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5a5dcc9c-651f-11ea-8f98-0a58647d1e29_015.ALI_NAZIK_QUZU_ADANA-10.90AZN.jpeg
80,PakDad Nizami ,ŞIRNIYYAT,Kare Paxlava Fıstıqlı,,"6,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/1b4b5caa-64ab-11ea-938f-0a58647d1c12_004.KARE_PAXLAVA_-1_D_TI_-2.00AZN.jpeg
81,PakDad Nizami ,İÇKİLƏR,"Fuse Tea® Manqo, 330 ml",,"2,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/9d2e21a0-64a9-11ea-9ec0-0a58647cad38_Sar_k_z_t_bii_mineral_su_200ml.jpeg
82,Tavuk Pilav,Wolt Specials,Köftə Seti,"1 ədəd köftə çörəkdə, 1 Coca-Cola® 300 ml, kartof fri (150 qr), ketçup, mayonez","5,80₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fbcfa6ebcd844a08269178d/89bfd914-492e-11eb-a840-02fb0752b65e_untitled.jpeg
83,Tavuk Pilav,ŞORBALAR,Yayla Şorbası,"Qatıq, un, yumurta, düyü, limon suyu","2,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fbcfa6ebcd844a08269178d/0b60a41a-60a1-11eb-ac42-665a9fb4ed2e_img_4882__1_.jpeg
84,Tavuk Pilav,SALATLAR,Piyaz,"Ağ lobya, soğan, pomidor, cəfəri, yumurta","4,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fbcfa6ebcd844a08269178d/17df28f8-6004-11eb-a510-d23266172fc4_img_4891.jpeg
85,Tavuk Pilav,LANÇ MENU,Eksklüziv Lanç Menu Kiçik,"1 Tavuk Pilav 300 gr
1 mərci şorbası 300 gr
1 Coca-Cola © 300 ml
1 turşu
1 Çoban salatı
1 limon 
1 çörək","5,90₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fbcfa6ebcd844a08269178d/63d6a3f2-7aa9-11eb-b17f-ee4520ad9d3e_img_4921.jpeg
86,Tavuk Pilav,FAST FOOD,Turşu Acı Bibər,200 qr,"2,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fbcfa6ebcd844a08269178d/1ec5997a-6079-11eb-9f2b-1efa7f10fa94_img_4903.jpeg
87,Tavuk Pilav,ÇİY KÖFTƏ,Çiy Köftə Dürüm,"Bulğur, soğan, sarımsaq, ədviyyatlar, cəfəri","5,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fbcfa6ebcd844a08269178d/671db8b4-33b1-11eb-8d46-6e199ed0f818_ciy_kofte_durum.jpeg
88,Tavuk Pilav,PİLAV,Tavuk Sote Pilav,"Düyü, toyuq əti, yaşil və qırmızı bibər","5,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fbcfa6ebcd844a08269178d/38c5afb4-3580-11eb-9428-667e0dd54ebf_tavuk_sote_big_boy_gablashdirma.jpeg
89,Tavuk Pilav,EKSKLUZİV QABLAŞDIRMA PİLAV (750 QR),Atom Pilav (750 qr),"Düyü, noxud, dana əti, toyuq əti, ağ lobya, yaşil və qırmızı bibər","10,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fbcfa6ebcd844a08269178d/985ed6f2-2f0a-11eb-a247-6ad388c26d47_atom_pilav.jpeg
90,Tavuk Pilav,SETLƏR,Tələbə Seti🙋‍♂️,"Köftə lavaşda, kartof fri, Coca-Cola® 300 ml, ketçup, mayonez","6,90₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fbcfa6ebcd844a08269178d/716c6956-6079-11eb-b021-4a8f06fc098e_img_4942.jpeg
91,Tavuk Pilav,DESSERTLƏR,Islak Kek,,"5,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fbcfa6ebcd844a08269178d/bcb44f4a-6002-11eb-bb92-ae6bb7e07504_img_4857.jpeg
92,Tavuk Pilav,İÇKİLƏR,Milla® Ayran 300 ml,,"1,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fbcfa6ebcd844a08269178d/f63a94ea-32e9-11eb-8c39-ee0c42a7057b_ayran_milla_375ml.jpeg
93,Yoshi Sushi,SUŞİ ROLLAR,Black Star,"Hisə verilmiş ilan balığı, tempura krevet, krem-pendir, xiyar, unagi sous, crunch
250 qr","19,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5d1250ad98e00673bd068f9a/7cb71000-7680-11eb-ad0b-7e736590a5ad_black_star.jpeg
94,Yoshi Sushi,İSTİ ROLLAR,Hamanishi,"Krevet, hisə verilmiş ilan balığı, panko, krem-pendir, avokado, yer fıstığı sousu
280 qr","18,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5d1250ad98e00673bd068f9a/b505e3b4-767b-11eb-8d04-8aaf149a574f_hamanishi.jpeg
95,Yoshi Sushi,NİGİRİ,Unagi (1 ədəd),"Hisə verilmiş unagi balığı
40 qr","8,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5d1250ad98e00673bd068f9a/990a1c14-71ff-11eb-bc72-a238fa930f46_unagi_nigiri.jpeg
96,Yoshi Sushi,SAŞİMİ,Salmon Tataki,"Qızıl balıq, yerpənək, peonzo sousu
80 qr","19,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5d1250ad98e00673bd068f9a/bb3a1fc4-767c-11eb-848b-c6e203a4b100_salmon_tataki.jpeg
97,Yoshi Sushi,ŞORBALAR,Miso Udon Salmon,"Qızıl balıq, udon əriştə, balıq bulyonu, miso pasta, yaşıl soğan
350 qr","10,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5d1250ad98e00673bd068f9a/ea56db36-767b-11eb-830d-8aaf149a574f_miso_udon_salmon.jpeg
98,Yoshi Sushi,SALATLAR,Tuna & Salmon Salad,"Ton balığı, qızıl balıq, xiyar, kök, qırmızı soğan, sous
500 qr","15,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5d1250ad98e00673bd068f9a/0dceed1a-767c-11eb-83ba-12e160b675d4_tuna___salmon_salad.jpeg
99,Yoshi Sushi,QƏLYANALTILAR,Crispy Salmon Strips,"Qızıl balıq, tartar sousu, panko
180 qr","16,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5d1250ad98e00673bd068f9a/57ffff8c-767c-11eb-8a6b-12e160b675d4_crispy_salmon_strips.jpeg
100,Yoshi Sushi,TERİYAKİ,Chicken Teriyaki,"Toyuq əti, teriyaki sous. Qarnirlə (düyü)
400 qr","14,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5d1250ad98e00673bd068f9a/e75ff614-767c-11eb-8282-8ac73db2a0b8_chicken_teriyaki.jpeg
101,Yoshi Sushi,QARNİRLƏR,French Fries,120 qr,"4,00₼",
102,Yoshi Sushi,JASMİN DÜYÜ,Düyü Ət ilə,"Jasmin düyüsü, can əti, tərəvəz, sous
300 qr","13,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5d1250ad98e00673bd068f9a/1095a376-767d-11eb-9708-d2d3a224e4d8_rice__ham_s__.jpeg
103,Yoshi Sushi,NOODLE,Əriştə Tuna ilə,"Əriştə, ton balığı, tərəvəz, sous
450 qr","14,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5d1250ad98e00673bd068f9a/30eccf82-767d-11eb-8828-1ed2e4e611fb_noodle__ham_s__.jpeg
104,Yoshi Sushi,İÇKİLƏR,Sprite® 330 ml,,"2,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5d1250ad98e00673bd068f9a/8f97d26c-71fe-11eb-88fb-96aa05ed9fcd_sprite__330_ml_can.jpeg
105,MADO Fountain Square,MENYUDA YENİ,Dietik Toyuq Kəsmikli Qarabaşaq ilə,"Göyərti, qarabaşaq, kəsmik, zeytun yağı, kahı aysberq, qırmızı lobya, çerri pomidoru, toyuq filesi","9,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ea6c2f6ac6786ac1972cccf/72d66dd8-7a72-11eb-b6b2-f61ec3b406ce_dietik_toyuq_k_smikli_qarabas_aq_il_.jpeg
106,MADO Fountain Square,SƏHƏR YEMƏYİ,İsti Səhər Yemək,"Pomidor–yumurta, siqara börəyi, hellim pendiri, kaşar pendiri, göbələk, dilim kartof, sucuq","12,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ea6c2f6ac6786ac1972cccf/48efda5e-2efa-11eb-9273-8ebb8c721d15_i_sti_s_h_r_yem_yi.jpeg
107,MADO Fountain Square,BİZNES LUNCH,Cümə,"- Brokkoli Şorbası (300 qr.) 
- Tərəvəzli Fındıq Köftə (Ət köftə, göbələk, soğan, yaşıl bibər, pomidor, kartof. Yaşıl salat ilə verilir.)
- Çörək","10,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ea6c2f6ac6786ac1972cccf/b6cbc248-a72f-11ea-93e3-0a5864793215_cu_m__nahar_menyusu_1.jpeg
108,MADO Fountain Square,QƏLYANALTILAR,Kartof Fri Kubik,200 qr.,"5,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ec392469810c03b8aa8d7f7/478932ce-acae-11ea-bc83-0a58647bccc8_kartof_fri_rissole_es.jpeg
109,MADO Fountain Square,ŞORBALAR,Mərcimək Şorbası,"Qırmızı mərcimək, xüsusi sous, limon, qızardılmış çörək parçaları (suxarı), ədviyyat.","5,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ea6c2f6ac6786ac1972cccf/9df8c06c-c0e9-11ea-9e1e-3eb7a4270a5f_35.m_rcim_k_s_orbas_.jpeg
110,MADO Fountain Square,SALATLAR,Steyk Salat,Yarım porsiya,"6,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ea6c2f6ac6786ac1972cccf/6853abc8-c0eb-11ea-a62c-0e5aa6f4cadb_9.sezar_salat__krevet_il_.jpeg
111,MADO Fountain Square,İSTİ YEMƏKLƏR (TOYUQ),Toyuq Ruleti,"Toyuq file, qoz, qırmızı soğan, nar əzməsi, nar, sumaq, pul bibər, kərə yağı, düyü plov","10,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ea6c2f6ac6786ac1972cccf/9f4a8fe4-2ef9-11eb-91b3-36a0e0ffcbe1_toyuq_ruleti.jpeg
112,MADO Fountain Square,İSTİ YEMƏKLƏR (ƏT),Cız-Bız Köftə,"Izqara köftə, pomidor, acı bibər, sote olunmuş tərəvəz, kartof fri və ya düyü plovu","12,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ea6c2f6ac6786ac1972cccf/85c8dbc0-2ef9-11eb-b572-62039266571d_c_z_b_z_ko_ft_.jpeg
113,MADO Fountain Square,PİZZALAR,Qarışıq Pizza,"Pizza xəmiri, salyami (salam), sucuk, xüsusi pizza sousu, qarğıdalı, göbələk, mozzarella pendiri, qara zeytun","13,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ec392469810c03b8aa8d7f7/d00cf9ca-bacb-11ea-8e8f-f6a8e4eecc49_qar_s__q_pizza.jpeg
114,MADO Fountain Square,PASTA,Penne Arrabiatta,"Arrabiatta sousu, makaron, zeytun yağı, sarımsaq, parmezan pendiri, yaşıl reyhan","5,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ea6c2f6ac6786ac1972cccf/fce8e3a8-2ef9-11eb-8aa5-6a35fb869280_penne_arabiatta.jpeg
115,MADO Fountain Square,BURGER VƏ SENDVİÇLƏR,Qarışıq Tost,"Tost çörəyi, salyami (salam), kaşar pendiri, sucuq, vetçina, kərə yağı.","6,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ea6c2f6ac6786ac1972cccf/d1381ca2-c0ee-11ea-bbae-524c4d1dd7dc_58.qar_s__q_tost.jpeg
116,MADO Fountain Square,KABABLAR,Tərəvəzli Izqara Kabab,"Izqara toyuq əti, yaşıl bibər, qırmızı bibər, badımcan, qabaq, kartof, pul bibər, göyərti","9,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ea6c2f6ac6786ac1972cccf/b8fb8f92-2ef9-11eb-8d02-f2702407eced_t_r_v_zli_i_zqara_kabab.jpeg
117,MADO Fountain Square,XƏMİR YEMƏKLƏR,Mantı,"Mantı, pomidor sousu, kəklik otu, sumax, qatıq","7,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ea6c2f6ac6786ac1972cccf/34b7cd3a-2efa-11eb-95ff-1a6a00f37c08_mant_.jpeg
118,MADO Fountain Square,PLOV,Fisincan Plov,"Dana əti, qoz, nar sousu, soğan, düyü plovu, kərə yağı","12,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ea6c2f6ac6786ac1972cccf/f9b5e4ac-2ef8-11eb-87b1-ce158cb040af_fisincan_plov.jpeg
119,MADO Fountain Square,KADAYIF,Fıstıqlı Qaymaqlı Burma Kadayıf,Dondurmalı və ya Qaymaq ilə,"10,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ea6c2f6ac6786ac1972cccf/b2773230-893a-11ea-803a-0a5864677349_2.f_st_ql__qaymaql__burma_kaday_f.jpeg
120,MADO Fountain Square,TORTLAR,Şokoladlı Truffel Tortu,,"7,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ea6c2f6ac6786ac1972cccf/c6ca0102-c127-11ea-8164-2a13467afbf9_16.s_okaladl__truffel_tort.jpeg
121,MADO Fountain Square,VAFLİLƏR,Tünd  Şokoladlı Waffle,1 porsiya,"6,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ea6c2f6ac6786ac1972cccf/7a68e946-893b-11ea-8703-0a5864675573_su_dlu___v__ya_tu_nd__s_okoladl__waffle.jpeg
122,MADO Fountain Square,DONDURMA,Souslu Kornet,,"1,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ea6c2f6ac6786ac1972cccf/44aa6b36-c0ef-11ea-8c15-868f95924870_1.dondurma_c_es_idl_ri.jpeg
123,MADO Fountain Square,ŞİRNİYYATLAR,Künəfə,"Künəfə, sadə dondurma, şərbət","18,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ec392469810c03b8aa8d7f7/6172e032-bacc-11ea-8e49-e6576d2c0595_ku_n_f_.jpeg
124,MADO Fountain Square,FIRIN MƏHSULLARI,Səpmə Qoğal,1 əd.,"2,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ea6c2f6ac6786ac1972cccf/de5a163c-c0f9-11ea-8094-5231a538289c_38.s_pm__qog_al.jpeg
125,MADO Fountain Square,QURABİYƏLƏR,Ərikli Boxça,250 gr.,"6,25₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ea6c2f6ac6786ac1972cccf/2d5b6dc4-c12e-11ea-836a-febb5c53af87_27._rikli_boxc_a.jpeg
126,MADO Fountain Square,PAXLAVA,Havuç Dilim Paxlava,250 gr.,"10,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ea6c2f6ac6786ac1972cccf/0584fb34-89e9-11ea-93af-0a5864677351_12.havuc__dilim_paxlava.jpeg
127,MADO Fountain Square,İSTİ İÇKİLƏR,Dondurmalı İsti Şokolad (260 ml),"Südlü isti şokolad, zövqə görə bir top dondurma, kedi dili (qurabiyə) (yalnız qış aylarında servis olunur)","8,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ec392469810c03b8aa8d7f7/726d40ee-3605-11eb-ac6d-bea585c18b53_green_and_white_gaming_youtube_channel_art_124.jpeg
128,MADO Fountain Square,KOKTEYLLƏR,Maksimum Güc (250 ml),"Kivi, alma və ananas nektarı","5,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ec392469810c03b8aa8d7f7/f238c750-3603-11eb-9039-7274c2ae3f4a_oreolu_buzlu_q_hv_.jpeg
129,MADO Fountain Square,SMUZİ ,Meşə Meyvəli Smuzi (250 ml),"Portağal şirəsi, moruqlu, qaratutlu dondurma, buz","8,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ec392469810c03b8aa8d7f7/1884807a-3604-11eb-b896-9eaf418d3ec0_mes___meyv_li_smuzi.jpeg
130,MADO Fountain Square,MİLKŞEYK,Oreolu Milkşeyk (300 ml),"Fantaziya dondurma, oreo, süd və buz","9,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ec392469810c03b8aa8d7f7/d6678a20-3603-11eb-9661-deb111a9b386_oreolu_milks_eyk.jpeg
131,MADO Fountain Square,TƏZƏ SIXILMIŞ ŞİRƏLƏR,Təzə Sıxılmış Qarışıq Meyvə Şirəsi (250 ml),Portağal və Qreypfrut,"8,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ec392469810c03b8aa8d7f7/9194d8c6-3603-11eb-b092-d65bb1ade897_green_and_white_gaming_youtube_channel_art_119.jpeg
132,MADO Fountain Square,ŞİRƏLƏR,Qarışıq Meyvə Şirəsi (300 ml),,"3,50₼",
133,MADO Fountain Square,İÇKİLƏR,Qazlı Su (330 ml),,"3,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ec392469810c03b8aa8d7f7/213cd5ca-3607-11eb-a068-121edd277aaa_pepsi_330_ml__1_.jpeg
134,Livan Shaurma,ŞORBALAR,Mərci Şorbası,,"2,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fa4f2bc014c65d3233ee73a/9a880d70-2002-11eb-8f98-0a9373af31dc_26.merci_ve_gunun_corbalari_2.50azn.jpeg
135,Livan Shaurma,QƏLYANALTILAR,Sütlaç,,"3,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fa4f2bc014c65d3233ee73a/c647f3ac-2003-11eb-a37e-9225bb7e2251_30.sudlac_3azn.jpeg
136,Livan Shaurma,KUMPİR,Shaurma Kumpir,"Kaşar pendir, kərə yağı, dilim zeytun, qarğıdalı, xiyar turşusu, shaurmalı","7,90₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fa4f2bc014c65d3233ee73a/0a278342-2015-11eb-b6e3-067d0cfc26a9_3.saurma_kumpir_7.90azn.jpeg
137,Livan Shaurma,ŞAURMA,Şaurma Böyük (Lavaş),,"3,90₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fa4f2bc014c65d3233ee73a/0d69ddfa-2008-11eb-9881-46f21b86e234_11.saurma_lavasda__kicik__2.90azn__boyuk__3.90azn.jpeg
138,Livan Shaurma,SALATLAR,Cuğundur Salatı,,"3,00₼",
139,Livan Shaurma,KOMBO MENYU,Sadə Kumpir + Fri + İçki,,"7,90₼",
140,Livan Shaurma,İÇKİLƏR,Bonaqua®500 ml,,"1,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fa4f2bc014c65d3233ee73a/70054714-2004-11eb-b60e-46f21b86e234_bonaqua_500_ml.jpeg
141,The House Cafe,TOSTLAR,Kaşar Pendiri və Sucuk ilə Tost,"Bişmiş çörək, sucuk, evdə hazırlanmış pomidor sousu, təzə pomidor
","12,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fcfd21f4eff970d84d707d0/a391d96c-398b-11eb-a49c-76949772953e_cut_kasarli_toast.jpeg
142,The House Cafe,ŞORBALAR,Qış Şorbası,"Ispanaq, balqabaq, kərəviz, yerkökü, kartof, bibər, kinoa, buğda, noxud, meksikan lobya, ədviyyatlı toyuq bulyonu, pesto sousu, tost
","6,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fcfd21f4eff970d84d707d0/6c52fc2a-3a11-11eb-96dc-129300929854_5.jpeg
143,The House Cafe,QƏLYANALTILAR,Toyuq Naqqetsları Asiyasayağı,"Şirin çili sousu, pesto, kişniş, meksika bibəri, təzə nanə
","12,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fcfd21f4eff970d84d707d0/73049326-3a11-11eb-b8da-d6acaafcbbf1_6.jpeg
144,The House Cafe,SALATLAR,Barbekü Toyuq ilə Salat,,"19,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fcfd21f4eff970d84d707d0/c91b8cb8-398c-11eb-8df5-164b269ee89c_chop_shish_salat.jpeg
145,The House Cafe,BURQERLƏR,Klab Sendviç,"Izgara toyuq döş əti, kaşar pendiri, omlet, kahı, pomidor, turşu xiyar, xardal, sezar sousu, kartof fri
","15,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fcfd21f4eff970d84d707d0/0a4912bc-398f-11eb-865c-26c9c4a2abd7_club_sandwich.jpeg
146,The House Cafe,PASTA,Əriştə,"Rəngli bibər, göbələk, yaşıl soğan, brokoli, yaşıl lobya, ispanaq, şirin turş sousu (tərəvəz, toyuq və ya mal əti)
","14,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fcfd21f4eff970d84d707d0/23b9c692-39fd-11eb-bb1b-9a1f2df216d6_noodles.jpeg
147,The House Cafe,GÖZLƏMƏ,Gözləmə,"Göyərti və pendir ilə
","8,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fcfd21f4eff970d84d707d0/9a29f580-39fe-11eb-b243-f2bb04bad106_untitled_design.jpeg
148,The House Cafe,BURRİTO,Burrito Toyuq ilə,"Tortilla, rəngli bibər, mayonez və kahı ilə sous, daha az ədviyyatlı çipotle bibəri ilə qatıq, evdə hazırlanan ədviyyatlı sous, kartof fri
","14,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fcfd21f4eff970d84d707d0/b4833220-39fe-11eb-8529-1a1ff80a820f_toyuqlu_burrito.jpeg
149,The House Cafe,ƏSAS YEMƏKLƏR,Acılı Izgara Qızılbalıq,"Sote ispanaq, kartof, kekik və rozmarinlı pesto sousu
","26,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fcfd21f4eff970d84d707d0/4261e6c2-39ff-11eb-a278-26ca16f2e0ef_teze_edviyyatli_qril_qizil_baliq.jpeg
150,The House Cafe,PİZZA,The House Pizza,"The House burger kotleti, çeddar pendiri, göbələk, turşu xiyar, qırmızı soğan, kəklik, evsayağı ədviyyatlı sous
","15,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fcfd21f4eff970d84d707d0/615444aa-3a11-11eb-8fb4-3aa66eac292f_1.jpeg
151,The House Cafe,QƏHVƏ,Flat White 200 ml,,"7,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fcfd21f4eff970d84d707d0/c1b97524-3ae1-11eb-8b36-a681d863a075_green_and_white_gaming_youtube_channel_art_133.jpeg
152,The House Cafe,İÇKİLƏR,Sprite® 330 ml,,"4,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fcfd21f4eff970d84d707d0/caa1cedc-3ae3-11eb-8149-8eb698cf26dc_sprite__330_ml_can__1_.jpeg
153,The House Cafe,TƏZƏ SIXILMIŞ ŞİRƏLƏR,Təzə Sıxılmış Kök Şirəsi 330 ml,,"9,00₼",
154,The House Cafe,SMUZİ VƏ DETOKS,Detox Rabbit 330 ml,,"10,00₼",
155,The House Cafe,THE HOUSE XÜSUSİ İÇKİLƏR,THC Çiyələkli Bum 330 ml,,"8,00₼",
156,The House Cafe,İÇKİLƏR,Sirab® Qazlı Su,,"3,50₼",
157,The House Cafe,PİVƏ,Heineken® 330 ml,,"8,00₼",
158,Pizza da Roma,PIZZA,Kalzone Bolonyeze,"Tomat sousu, mozarella, parmezan, bolonyeze","14,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5e8c497ce60b7ebca5ce5b03/84aeedbe-7b13-11ea-87bb-0a5864651019_img_4303.jpeg
159,Pizza da Roma,PASTA,Penne Arrabbiata,,"12,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/510ff638-78bb-11ea-9abd-0a5864642112_penne_arabiata.jpeg
160,Pizza da Roma,BURGERLƏR,Toyuq Çubuqları Fri Kartofu ilə,,"8,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/09b88344-78bc-11ea-8348-0a5864648e0c_chicken.jpeg
161,Pizza da Roma,SALATLAR,Caprese Salat,"Buffalo mozzarella, pesto sous, pomidor, rukkola","16,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5e8c497ce60b7ebca5ce5b03/01625686-99e4-11ea-a054-0a586472e111_caprese_salad.jpeg
162,Pizza da Roma,ŞORBALAR,Göbələkli Krem Şorbası,,"5,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/76eefd3a-78bc-11ea-a365-0a5864647b10_mushroom_soup.jpeg
163,Pizza da Roma,SENDVİÇLƏR,Sezar Roll,"Tartila lavaş, parmesan, aysberq, pomidor, sezar sousu, toyuq filesi","10,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5e8c497ce60b7ebca5ce5b03/92adc394-7975-11ea-8942-0a586464881f_cease_roll.jpeg
164,Pizza da Roma,GARNIR,Kartof Fri,,"4,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5e8c497ce60b7ebca5ce5b03/0466d4d6-d0d2-11ea-b1a9-aa862495400b_kartoshka_fri_4_azn.jpeg
165,Pizza da Roma,DESERTLƏR,Crostata,,"9,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5e8c497ce60b7ebca5ce5b03/31341550-7989-11ea-8bcb-0a5864642128_crostata.jpeg
166,Pizza da Roma,İÇKİLƏR,Sprite® 330 ml,,"3,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/171b7f0c-18f2-11ea-9b70-0a586469a85d_Sprite__330_ml_can.jpeg
167,O’Kööz Grill and Сhill,KÖZ DÖNƏR,Plov Dönər,,"10,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/6035f57e92ad0a7acf76a0ae/f79010b6-766b-11eb-babc-12f6954160e0_i_sk_nd_r_do_n_r.jpeg
168,O’Kööz Grill and Сhill,ŞORBALAR,Göbələk Şorbası,,"5,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/6035f57e92ad0a7acf76a0ae/57fa7afe-766c-11eb-97f3-c24b3e503fc3_go_b_l_k_supu.jpeg
169,O’Kööz Grill and Сhill,SALATLAR,Ət Salatı,,"13,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/6035f57e92ad0a7acf76a0ae/92d77e42-766c-11eb-ad63-62134eaf560b_yunan_salat_.jpeg
170,O’Kööz Grill and Сhill,BURGER & SENDVİÇLƏR,Black Meat Burger,,"10,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/6035f57e92ad0a7acf76a0ae/e60b92d8-766c-11eb-9490-9e16cee076b9_double_cheese_burger.jpeg
