,rest,food_type,name,desc,price,img
171,O’Kööz Grill and Сhill,ƏSAS YEMƏKLƏR,Toyuq Çöp Şiş,,"8,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/6035f57e92ad0a7acf76a0ae/4cdd485a-7670-11eb-bb6c-9e16cee076b9_c_o_p_s_is__toyuq.jpeg
172,O’Kööz Grill and Сhill,PİDE & LAHMACUN,Sadə Lahmacun,,"2,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/6035f57e92ad0a7acf76a0ae/abde7608-7670-11eb-9748-9e8c12ade52c_sad__lahmacun.jpeg
173,O’Kööz Grill and Сhill,KÖFTƏ & TANTUNİ,Double Tantuni,,"7,00₼",
174,O’Kööz Grill and Сhill,PİZZA,Pizza Pepperoni,,"7,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/6035f57e92ad0a7acf76a0ae/1c0afcc6-7671-11eb-875a-fe032ffa7545_pepperoni_pizza.jpeg
175,O’Kööz Grill and Сhill,ASİYA MENYUSU,Əriştə Dəniz Məhsulları ilə,,"14,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/6035f57e92ad0a7acf76a0ae/4bc9c07a-7674-11eb-8be8-9e16cee076b9_toyuq_tempura_salat.jpeg
176,O’Kööz Grill and Сhill,QƏLYANALTI & QARNİRLƏR,Düyü,,"3,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/6035f57e92ad0a7acf76a0ae/13894b00-766e-11eb-a9f9-9e16cee076b9_toyuq_naggets.jpeg
177,O’Kööz Grill and Сhill,DESSERTLƏR,Çərəz,,"5,00₼",
178,O’Kööz Grill and Сhill,İÇKİLƏR,Təbii Meyvə Şirəsi,,"2,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/6035f57e92ad0a7acf76a0ae/19b70664-7675-11eb-83bb-12f6954160e0_sprite__330_ml_can.jpeg
179,Prive Steak Gallery,Wolt Specials,Burger Kombo Menu,Burger + Kartof Fri + İçki,"13,90₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f2515443bdba4dffa19ed69/634261ca-e3b3-11ea-bc30-7e1332d92e01_cheddar_burger_menu.jpeg
180,Prive Steak Gallery,MƏZƏLƏR,Zeytun yağlı Yarpaq Sarması,,"5,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f2515443bdba4dffa19ed69/ad427b40-d3d0-11ea-af83-42a5e5fdc1f1_zeytunyag_l__yaprak_sarma.jpeg
181,Prive Steak Gallery,SALATLAR,Sezar Salatı,"Aysberq kələmi, pomidor, quru çörək, toyuq filesi, parmesan pendiri","12,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f2515443bdba4dffa19ed69/1c42ad7a-d3f0-11ea-9ad8-86d582ce220b_sezar_salat_.jpeg
182,Prive Steak Gallery,BURGERLƏR,Spagetti Burger,"İncə dilimlənmiş dana əti, çeddar pendiri, və kartof qızartması","12,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f2515443bdba4dffa19ed69/96a99bfa-d3f0-11ea-aab9-e2963ea5fbb2_spagetti_burger.jpeg
183,Prive Steak Gallery,"SUCUK, SOSIS VƏ KÖFTƏLƏR",Prive Kangal Sucuk Izqarada,300 gr,"16,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f2515443bdba4dffa19ed69/3bf70796-d3f1-11ea-8c07-4e20a957338d_prive_sucuk_izqara.jpeg
184,Prive Steak Gallery,GARNIR VƏ ISTI QƏLYANALTILAR,Fındıq Lahmacun,,"2,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f2515443bdba4dffa19ed69/d399498e-d3fa-11ea-a46d-4ab6791401f3_f_nd_k_lahmacun.jpeg
185,Prive Steak Gallery,İZQARADA ƏT ÇEŞIDLƏRI,Quzu Bel,"250 gr, Pomidor və bibərlə təqdim olunur","18,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f2515443bdba4dffa19ed69/ee88f0d6-edd2-11ea-8026-6a6673290728_quzu_kus_l_m_.jpeg
186,Prive Steak Gallery,STEYKLƏR,Tomahawk Steak (yerli),1100 - 1200 gr Qaymaqlı ıspanaq və göbələk sosu ilə təqdim olunur,"120,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f2515443bdba4dffa19ed69/8713e586-d3f7-11ea-98ef-9663f79435d3_tomahawk_steak.jpeg
187,Prive Steak Gallery,ŞİRNİYYAT,Fıstıqlı Kadayıf,1 ədəd,"3,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f2515443bdba4dffa19ed69/c190e55c-d3f6-11ea-b2fa-b2b89712d2eb_f_st_ql__dolama.jpeg
188,Prive Steak Gallery,İÇKİLƏR,Sarıkız® 200 ml,,"2,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f2515443bdba4dffa19ed69/7c65fc5e-d3f3-11ea-aff2-12d2df3dbc3f_s_alqam_suyu.jpeg
189,Prive Shop,PRIVE QƏSSAB,Basdırma,500 qr,"39,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f2d18598e6e5da60b538ab5/fbc75aca-d8a2-11ea-aab1-a6402a7e59f2_basd_rma.jpeg
190,Prive Shop,TÜRK PAXLAVALARI ,Su Börəyi,500 gr,"8,15₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5d077b7cd4fb39257c4cb8c0/5a42be16-d8a6-11ea-9fe5-12b3f343982c_su_bo_reyi.jpeg
191,Prive Shop,ŞARKUTERI,City Farm Organic Çia Toxumu 250 qr,,"23,39₼",
192,Merkez Lahmacun,Wolt Specials,Iskəndər Kombo + Coca-Cola® 330 ml 🤩,Iskender + Mərcimək şorbasi + Coca-Cola® 330 ml,"12,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5db942a5884f6f613389052a/d99fab78-3ddd-11eb-8b4c-1eb5d53d6395_merkez_lahmacun_1000x568.jpeg
193,Merkez Lahmacun,SƏHƏR YEMƏYİ,Sade Omlet,Yumurta,"4,50₼",
194,Merkez Lahmacun,ŞORBALAR,Yayla Şorbası,,"3,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/4952b352-fef6-11e9-b382-0a5864651608_yayla.jpeg
195,Merkez Lahmacun,SALAT & MƏZƏLƏR,Çoban Salatı,"Pomidor, xiyar, cəfəri, yağ, limon sousu","3,80₼",https://wolt-menu-images-cdn.wolt.com/menu-images/c48a1f46-fef7-11e9-ba20-0a586464bb6a_coban_salat.jpeg
196,Merkez Lahmacun,QƏLYANALTI,Kəndsayağı Fri,"Kəndsayağı kartof, duz, ketçup, mayonez","3,80₼",https://wolt-menu-images-cdn.wolt.com/menu-images/a84699c6-fef8-11e9-806b-0a586464bb6a_kend_sayagi_kartof.jpeg
197,Merkez Lahmacun,DÖNƏRLƏR,Hatay Usulu (Toyuq),"Toyuq əti, mayonez, hatay sousu, kahı, pomidor, turşu xiyar, kartof, tomat sousu","3,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/916ea940-fef9-11e9-a446-0a5864601838_hatoy_ulusu.jpeg
198,Merkez Lahmacun,KABABLAR,Toyuq Qanad,"Toyuq qanadı, yağ, duz, istiot","7,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/b4ad787c-fefa-11e9-8924-0a5864658103_toyuq_shish_kabab.jpeg
199,Merkez Lahmacun,ƏT YEMƏKLƏRİ,Quru Fasülye,,"7,50₼",
200,Merkez Lahmacun,TOYUQ YEMƏKLƏRİ,Sac Qovurma (2 nəfərlik),"Toyuq əti, bibər, soğan, göbələk, duz, istiot, kərə yağı, cəfəri, düyü","18,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/37b006c6-fefc-11e9-b87f-0a586464b892_qobelek_souslu_toyuq_izgara.jpeg
201,Merkez Lahmacun,FIRIN YEMƏKLƏRİ,Pendirli Pide,Mozzarella pendiri,"7,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/10d8337e-fefd-11e9-a984-0a586464ee44_pendirli_pide.jpeg
202,Merkez Lahmacun,PİZZALAR,Pizza Tuna,"Pizza sousu, mozarella pendiri, tuna balığı,qırmızı soğan, bibər","10,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/0dd9e0ac-feec-11e9-b687-0a586464ee44_turka_pizza.jpeg
203,Merkez Lahmacun,PASTALAR,Penne Arabiata,"Arabiata sousu, makaron, parmezan pendiri","6,00₼",
204,Merkez Lahmacun,ŞİRNİYYATLAR,Paxlava,,"3,60₼",https://wolt-menu-images-cdn.wolt.com/menu-images/9d84baa8-fefe-11e9-82b2-0a586464b892_paxlava.jpeg
205,Merkez Lahmacun,İÇKİLƏR,Sirab® 500 ml,,"1,20₼",https://wolt-menu-images-cdn.wolt.com/menu-images/d4df0696-06d0-11ea-8c0c-0a586466a01c_Sirab__500ml_.jpeg
206,Sweet Levantine,KÜNƏFƏ,6-sı Bərabər,"Klassik, ceviz-i hakani, bezmi alem, badem sultan, fıstıkzade, billuriye, qoz tozu
4 nəfərlik","35,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f903387cb90a32c0c424330/ab8c917e-182b-11eb-b335-9281666911f7_6_s__beraber.jpeg
207,Sweet Levantine,KATMER,Sweet Special,"Katmer xəmiri, püstə tozu, şərbət, kərə yağı, nutella, qoz tozu","21,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f903387cb90a32c0c424330/db597856-17a7-11eb-b4e3-2eb48582eb1b_sweet_special.jpeg
208,Sweet Levantine,PAXLAVA,Püstə Sarma,"Paxlava yuxası, fıstıq tozu, şərbət, kərə yağı
- 3 ədəd","12,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f903387cb90a32c0c424330/cbd98dde-17a8-11eb-a9ae-4609648e0db5_f_st_k_sarma.jpeg
209,Sweet Levantine,VAFLİ,Meyvəli Pancake,"Pancake xəmiri, banan, çiyələk, südlü şokolad, ağ şokolad, püstə tozu, damla şokolad
","9,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f903387cb90a32c0c424330/7be321ba-1784-11eb-81e7-7e4be3cd61b8_pancake.jpeg
210,Sweet Levantine,SÜDLÜ ŞİRNİYYATLAR,Qazandibi,"Süd, toyuğun təzə döş əti, püstə tozu, fındıq qırığı, şəkər","5,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f903387cb90a32c0c424330/aaf47682-17a9-11eb-bb99-32c59b5239a0_kazandibi.jpeg
211,Sweet Levantine,DONDURMA,Fıstıq Əzməli Dondurma,,"15,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f903387cb90a32c0c424330/f53b4584-1783-11eb-ae34-1a04d6c166a1_f_st_k_ezmeli_dondurma.jpeg
212,Sweet Levantine,UN MƏMULATLARI,Sucuklu Tost,"Pomidor, xiyar","7,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f903387cb90a32c0c424330/519a9ab0-17ab-11eb-8206-4609648e0db5_dana_jambonlu_sandvic_.jpeg
213,Sweet Levantine,QARNİR,Kartof Qızartması,,"3,50₼",
214,Sweet Levantine,SOYUQ İÇKİLƏR,Cappy® Meyvə Şirəsi 500 ml,"Alma, şaftalı, albalı, portağal","3,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f903387cb90a32c0c424330/275c3f80-1835-11eb-b635-d24cdd22b348_cappy_500_ml.jpeg
215,Nutelland,KREPLƏR,Qarışıq Krep,"4 ədəd krep, nutella, kinder və ağ şokoladlar, çiyələk, banan, kivi, portağal","17,90₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fbb724da30adde9e7bcc679/3b532154-2d78-11eb-9d67-2a08ea5717d6_img_4701.jpeg
216,Nutelland,VAFLİ,Qarışıq Super Vafli,"2 porsiya vafli (4 ədəd), nutella, kinder və ağ şokoladlar, çiyələk, banan, kivi, 1 top dondurma","14,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fbb724da30adde9e7bcc679/891af6aa-2d78-11eb-9b08-865333053cb9_img_4743.jpeg
217,Nutelland,PANCAKE,Qarışıq Super Pankeyk,"4 ədəd pancake, nutella, kinder və ağ şokoladlar, çiyələk, banan, kivi, 1 top dondurma","14,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fbb724da30adde9e7bcc679/9b1786de-2d78-11eb-b31a-769f87074acf_img_4766.jpeg
218,Nutelland,EKLER,Ağ Şokoaldlı Ekler,Ekler və ağ şokolad,"4,60₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fbb724da30adde9e7bcc679/50ca03ac-2d75-11eb-b8bf-eecbceeee1fb_7q9c1017.jpeg
219,Nutelland,PROFİTEROL,Oreo Topları,"8 ədəd profiterol, oreo və ağ şokoladı","8,90₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fbb724da30adde9e7bcc679/f9cc9a50-2d75-11eb-927d-eae735c3aa11_7q9c0918.jpeg
220,Nutelland,PİZZA & FETTUÇİNİ,Ağ Şokolad və Meyvəli Pizza,"Kivi, banan, çiyələk və ağ şokolad","15,90₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fbb724da30adde9e7bcc679/f3f7adf2-2d77-11eb-84ec-1aa930cdd37a_img_4557.jpeg
221,Nutelland,BRAUNİ,Magnumlu Brauni,"Brauni, magnum dondurması, nutella şokoladı","10,90₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fbb724da30adde9e7bcc679/3e99989a-2d76-11eb-9319-c2d72726f82c_7q9c1054.jpeg
222,Nutelland,TORT,Nutellalı Profiterol Tortu,İçərisi mini profiterollarla dolu nutellalı tort,"7,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fbb724da30adde9e7bcc679/1fea1d7a-2d76-11eb-94f5-4eef57b1970a_7q9c1029.jpeg
223,Nutelland,DESSERTLƏR,Tiramisu,,"7,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fbb724da30adde9e7bcc679/e8013834-2d76-11eb-928a-1aa930cdd37a_img_4668.jpeg
224,Nutelland,İSTİ ŞOKOLAD,Snickersli İsti Şokolad,Birlikdə qaynadılmış süd və snickers,"6,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fbb724da30adde9e7bcc679/93f78aea-2d76-11eb-b7c8-328249703427_7q9c0983.jpeg
225,Nutelland,MİLKŞEYKLƏR,Çiyələkli Şeyk,"Süd, dondurma, çiyələk, çiyələkli sirop","6,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fbb724da30adde9e7bcc679/3d8b0dca-2d77-11eb-bcc0-c200af493497_img_20191023_wa0014.jpeg
226,Nutelland,LİMONAD və İCE TEA,Ev Üsulu İce Tea 500 ml,"Buz, çay, sirop, su
Şaftalı, manqo, çiyələk, alma, qarışıq","5,60₼",
227,Nutelland,TƏZƏ SIXILMIŞ ŞİRƏLƏR,Təzə Sıxılmış Portağal Şirəsi,,"5,50₼",
228,Nutelland,İÇKİLƏR,Redbull® 250 ml,,"6,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fbb724da30adde9e7bcc679/0c3fa316-2d7c-11eb-9c6d-961a2c4aa826_red_bull_250_ml_new.jpeg
229,Yarpaq Doner,DÖNƏRLƏR,İskəndər Dönəri Ət ilə + Coca-Cola®,"Ət, qızardılmış çörək, pomidor, bibər, qatıq, yarpaq sousu, Coca-Cola® 500ml","7,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f4cbd3544fb15c94c7e8ea2/5ddcb0e0-1f32-11eb-bd87-36520ddcfae6_tombik_et.jpeg
230,Yarpaq Doner,SET MENU,Uşaq Seti #2,"Burget ət ilə, kartof fri 200 qr., Cappy® 200 ml","5,20₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f4cbd3544fb15c94c7e8ea2/98607ea2-f40f-11ea-bbd5-72381547419f_usaq_menu.jpeg
231,Yarpaq Doner,ŞAURMA,Şaurma,"Toyuq, turşu xiyar, kartof fri, şaurma sous","2,90₼",
232,Yarpaq Doner,BURGERLƏR VƏ SENDVİÇLƏR 🍔,Hot-Dog,,"2,60₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f4cbd3544fb15c94c7e8ea2/b176d35a-f40f-11ea-ad78-b6393fe8c84d_cikenburger.jpeg
233,Yarpaq Doner,TOYUQ YEMƏKLƏRİ 🍗,Toyuq Filesi (9 əd.),,"8,40₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f4cbd3544fb15c94c7e8ea2/36de9f4e-f412-11ea-a1e0-7e31e3265a07_toyuq_file.jpeg
234,Yarpaq Doner,SOUSLAR,Barbekyu Sous,,"0,70₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f4cbd3544fb15c94c7e8ea2/cce1c8d2-f411-11ea-a5c5-7acb69ea4adb_barbekyu.jpeg
235,Yarpaq Doner,QARNİRLƏR,Kəndsayağı Kartof,,"2,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f4cbd3544fb15c94c7e8ea2/f1cbebe6-f411-11ea-ad72-c64d3fdf40b8_kend_sayagi.jpeg
236,Yarpaq Doner,ŞORBALAR 🍜,Tomat Supu,,"2,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f4cbd3544fb15c94c7e8ea2/0a1749de-f412-11ea-8617-5a1fb980249a_tamat_supu.jpeg
237,Yarpaq Doner,İÇKİLƏR 🥤,"Sprite®, 330 ml (şüşə)",,"2,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f4cbd3544fb15c94c7e8ea2/e36d82d4-1f32-11eb-84a2-d261a665f3a1_sprite__glass_250ml.jpeg
238,Cadoro,İSTİ İÇKİLƏR,İsti Şokolad,240 / 300 ml,"4,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f3a2be1aac483f62fe146e1/43164d66-39ea-11eb-b0ec-6667caa2cc45_i_sti_ic_kil_r_______________hot_drinks.jpeg
239,Cadoro,SOYUQ İÇKİLƏR,Iced Latte,300 / 500 ml,"4,50₼",
240,Cadoro,ÇAY,Yaşıl Çay,300 ml,"2,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f3a2be1aac483f62fe146e1/349cec2a-39ec-11eb-839c-befd286b2d1c_c_ay____tea.jpeg
241,Cadoro,DESSERTLƏR,Fondento 1 kq,"Şokolad ilə nəmləndirilmiş kakaolu biskvit, bişmiş krem, Belçika şokolad","22,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f3a2be1aac483f62fe146e1/c2f1c760-39ed-11eb-907c-2a9aa4d052a2_ekler.jpeg
242,Cadoro,PİROQ,Krostata,"Şəkırli xəmir, bişmiş xamalı krem, qaraqat","9,90₼",
243,Cadoro,RULET,Isveç Rulet,"Şokolad ilə nəmləndirilmiş şokoladlı biskvit, cem, qaymaq","12,90₼",
244,Cadoro,PANCAKE,Pancake Meyvə ilə,Meyvə və Belçika şokoladlı pankeyk,"4,30₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f3a2be1aac483f62fe146e1/e219b34a-39ee-11eb-af6e-a6b336029ca7_pancake_meyv__il_.jpeg
245,Cadoro,KRUASSAN,Kruassan Şokoladlı,,"2,90₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f3a2be1aac483f62fe146e1/0a56511a-39ef-11eb-8ea2-226e7058b1d3_kruasan.jpeg
246,Cadoro,DONATS,Donats Ağ Qlazur ilə,,"1,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f3a2be1aac483f62fe146e1/6687e26e-39ef-11eb-9bdc-26370fd08c01_donats.jpeg
247,Cadoro,DONDURMA,18 top,Xalis çəki ≈ 1200 qr,"32,00₼",
248,Cadoro,ŞOKOLADLAR,Trüfel,"Trüfel - keçmək mümkün olmayan bir şokoladdır. Bu kiçik konfetin dadı sizi Belçikaya apara bilər.

100 qr","0,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f3a2be1aac483f62fe146e1/22dd35fe-39f0-11eb-8fe5-3ac22256e14f_trufel.jpeg
249,Happy Moon's,MAKARONLAR,Noodle Tərəvəzli,"Brokkoli, rəngli bibərlər, kök, təzə soğan, küncüt, kabaçok, göbələk, noodle sousu","11,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fcd0e9f2db93658ea10ded8/89455a34-388c-11eb-b0bb-e6bd6d42b66f_kayseri_mant_s_.jpeg
250,Happy Moon's,PIZZALAR,Göbələkli Pizza,"Mozzarella, pomidor sousu, göbələk, pomidor","13,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fcd0e9f2db93658ea10ded8/d48d8840-388c-11eb-b21d-d2a513615e72_happy_pizza.jpeg
251,Happy Moon's,SALATLAR,Cajun Toyuq Salatı,"Cajun ədviyyatı, qarğıdalı, çedar pendirində hazırlanmış toyuq parçaları, pomidor, xiyar, rəngli bibər və bal xardal sousu ","13,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fcd0e9f2db93658ea10ded8/2b3d06de-388d-11eb-8e69-8e1a73f70d27_cajun_chicken_salata.jpeg
252,Happy Moon's,BURGERLƏR,Meksika Burgeri,"Burger kotleti (180 qr), çedder pendir, jalapeno, acılı sous, pomidor, xiyar, tavada kartof, miks salat","15,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fcd0e9f2db93658ea10ded8/ccd0bb08-388d-11eb-a57f-0a8fca40210b_mexican_burger.jpeg
253,Happy Moon's,"DÜRÜM, SENDVİÇ & CREPES",Cheddar və Ət ilə Dürüm,"Sote edilmiş tikə dilimləri, göbələklər, çedar pendiri, soğan, rəngli bibər, qızardılmış kartof, pomidor, xiyar","15,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fcd0e9f2db93658ea10ded8/62fcc134-388f-11eb-9519-7a31d7cd8aed_ko_fteli_du_ru_m.jpeg
254,Happy Moon's,BAŞLANĞICLAR,Toyuq və Göbələkli Krep,"Toyuq, göbələk, beşamel sous, qaymaq, kaşar pendiri, miks salat","13,00₼",
255,Happy Moon's,ANA YEMƏKLƏR,Qızıl Balıq Qrildə,"Qızıl balıq qrildə, tartar sousu, qırmızı soğan, buğda risotto, göyərti","26,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fcd0e9f2db93658ea10ded8/95ab050e-3890-11eb-b8a0-c6917fb7d618_arizona_chicken.jpeg
256,Happy Moon's,İÇKİLƏR,Premium Qazlı Su (330 ml),,"4,00₼",
257,Happy Moon's,DESERTLƏR,Tiramisu,,"7,00₼",
258,Kinder Ville Cafe,DESSERTS,Çiyələkli Tiramisu,"Labne, şəkər tozu, espresso(kofe), qaymaq, vanil, savoyardi, belçika şokoladı, çiyələk","6,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fd4f130122f1ab5360368e3/d3de2350-3ca6-11eb-861d-3ecc7c113e2e_white__grey_and_blue_browser_nerdy_birthday_card__4_.jpeg
259,Kinder Ville Cafe,FONDUE,Kivi Fondyu,"Əridilmiş kinder şokoladı (80qr), kivi (120qr)","6,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fd4f130122f1ab5360368e3/ad54bfbe-3dfa-11eb-89f9-32ab5f778047_image00015.jpeg
260,Kinder Ville Cafe,PANCAKES,Çiyələkli Pankeyk,"Un, kərə yağı, şəkər tozu, vanil, yumurta, süd, çiyələk, belçika şokoladı, dondurma, konus","7,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fd4f130122f1ab5360368e3/0ec277ec-3ca6-11eb-966e-b23eb0d1c236_a18ea334_5609_4a60_9ff3_ab3f398b8e7c.jpeg
261,Kinder Ville Cafe,DONER (CREPE),Kinder Dönər,"Un, kərə yağı, şəkər tozu, vanil, yumurta, süd, banan, çiyələk, belçika şokoladı, ağ belçika şokoladı, kinder şokoladı, dondurma, qaymaq","6,90₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fd4f130122f1ab5360368e3/91643362-3ca5-11eb-8117-f22081913507__mg_5888.jpeg
262,Kinder Ville Cafe,WAFFLES,İki Qat Vafli Arasında Dondurma ilə,"Un, kərə yağı, şəkər tozu, vanil, yumurta, süd, çiyələk və ya kivi, banan və ya portağal, belçika şokoladı, ağ belçika şokoladı, kinder şokoladı, dondurma(250qr), qaymaq","12,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5fd4f130122f1ab5360368e3/5c9d904c-3ca5-11eb-af1b-22bb86116591__mg_5925.jpeg
263,Mushu,SUŞİ ROLLAR,Bonito Roll,"Pendir, xiyar, qaynadılmış krevet, bonita","15,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ebb25a9a5d0b608932b08a0/6757eaa0-98d6-11ea-a1ad-0a5864721d0e_whatsapp_image_2020_05_16_at_14.28.47__1_.jpeg
264,Mushu,İSTİ ROLLAR,Hot Kaliforniya,"Pendir, qaynadılmış krevet, küncüt","16,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ebb25a9a5d0b608932b08a0/e0da6f1c-9898-11ea-aa41-0a5864715d0f_img_2461.jpeg
265,Mushu,MAKİ,Crab Maki,"Pendir, xiyar, crab əti","7,00₼",
266,Mushu,NOODLES,Noodle Beef,,"16,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ebb25a9a5d0b608932b08a0/00ade674-98d6-11ea-a4c8-0a586471051c_whatsapp_image_2020_05_16_at_14.35.34__1_.jpeg
267,Mushu,NİGİRİ,Smoked Salmon Nigiri,"Smoked salmon, düyü, küncüt","6,00₼",
268,Mushu,ŞORBALAR,Tom Yam Şorbası,,"8,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ebb25a9a5d0b608932b08a0/4f559a7a-98d5-11ea-8053-0a586471051e_whatsapp_image_2020_05_16_at_14.35.35.jpeg
269,Mushu,SALATLAR,Sezar Salatı,Salmon ilə,"14,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ebb25a9a5d0b608932b08a0/a7d7a7ce-98d5-11ea-aef5-0a586471051c_whatsapp_image_2020_05_16_at_14.35.36.jpeg
270,Mushu,SETLƏR,Special Set,"Philadelphia - 8, california ebi - 8, black dragon - 8, red dragon - 8, mushu roll - 8, bonito roll - 8, rainbow - 8, salmon hot roll - 10, unagi hot roll - 10, avokado maki - 8, kappa maki - 8, crab maki - 8","115,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ebb25a9a5d0b608932b08a0/c619ce7a-991a-11ea-9982-0a5864723d1d_whatsapp_image_2020_05_16_at_14.35.31__1_.jpeg
271,Mushu,İÇKİLƏR,Red Bull® Energy Drink 250 ml,,"6,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5ebb25a9a5d0b608932b08a0/c845c78e-95e2-11ea-8cc7-0a586471080c_red_bull_250_ml_new.jpeg
272,Mozzarella Nizami Küç. ,Wolt Specials,"Sirab Premium®, 750 ml",,"4,95₼",https://wolt-menu-images-cdn.wolt.com/menu-images/80e1861e-73fd-11ea-ad8a-0a586461f910_red_bull_250_ml_new.jpeg
273,Senior Mansimo Molokan Park,BELÇİKA VAFLİSİ,Qarışıq Vafli,+ 2 fincan çay,"8,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f0dafe47c07b01d8ba452da/9204a70c-c5d6-11ea-a202-7a55bacf7f03_qarisiq_vafli.jpeg
274,Senior Mansimo Molokan Park,KREP,Qarışıq Krep,+ 2 fincan çay,"8,50₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f0dafe47c07b01d8ba452da/9186d75e-c5d7-11ea-9c03-5e4b4eb321c0_krep_qarisiq.jpeg
275,Senior Mansimo Molokan Park,DONDURMALAR,Dondurma (1 top),Hər topun qiyməti 2 AZN-dir,"0,00₼",https://wolt-menu-images-cdn.wolt.com/menu-images/5f0dafe47c07b01d8ba452da/e24ee590-c5e2-11ea-bc9a-5a2b6f6919eb_dondurma_top.jpeg
